Date,Oil,Gas,Misc,Total
12/22/2006,279.00,1438.00,6.00,1723.00
12/29/2006,278.00,1425.00,7.00,1710.00
1/5/2007,279.00,1411.00,5.00,1695.00
1/12/2007,269.00,1444.00,4.00,1717.00
1/19/2007,275.00,1466.00,4.00,1745.00
1/26/2007,255.00,1440.00,4.00,1699.00
2/2/2007,264.00,1446.00,4.00,1714.00
2/9/2007,254.00,1473.00,4.00,1731.00
2/16/2007,267.00,1473.00,6.00,1746.00
2/23/2007,278.00,1472.00,4.00,1754.00
3/2/2007,290.00,1458.00,4.00,1752.00
3/9/2007,287.00,1465.00,5.00,1757.00
3/16/2007,282.00,1453.00,5.00,1740.00
3/23/2007,281.00,1459.00,5.00,1745.00
3/30/2007,271.00,1472.00,6.00,1749.00
4/6/2007,283.00,1438.00,5.00,1726.00
4/13/2007,282.00,1472.00,4.00,1758.00
4/20/2007,292.00,1473.00,4.00,1769.00
4/27/2007,283.00,1460.00,4.00,1747.00
5/4/2007,282.00,1462.00,3.00,1747.00
5/11/2007,282.00,1456.00,2.00,1740.00
5/18/2007,276.00,1466.00,2.00,1744.00
5/25/2007,287.00,1471.00,2.00,1760.00
6/1/2007,288.00,1484.00,2.00,1774.00
6/8/2007,291.00,1465.00,4.00,1760.00
6/15/2007,285.00,1484.00,4.00,1773.00
6/22/2007,271.00,1495.00,5.00,1771.00
6/29/2007,281.00,1489.00,5.00,1775.00
7/6/2007,274.00,1473.00,5.00,1752.00
7/13/2007,284.00,1501.00,6.00,1791.00
7/20/2007,287.00,1497.00,6.00,1790.00
7/27/2007,296.00,1474.00,5.00,1775.00
8/3/2007,306.00,1470.00,5.00,1781.00
8/10/2007,305.00,1487.00,6.00,1798.00
8/17/2007,309.00,1480.00,6.00,1795.00
8/24/2007,310.00,1500.00,6.00,1816.00
8/31/2007,300.00,1523.00,6.00,1829.00
9/7/2007,294.00,1514.00,6.00,1814.00
9/14/2007,298.00,1483.00,6.00,1787.00
9/21/2007,305.00,1458.00,6.00,1769.00
9/28/2007,311.00,1443.00,6.00,1760.00
10/5/2007,318.00,1431.00,6.00,1755.00
10/12/2007,319.00,1442.00,6.00,1767.00
10/19/2007,320.00,1438.00,6.00,1764.00
10/26/2007,326.00,1428.00,6.00,1760.00
11/2/2007,335.00,1455.00,5.00,1795.00
11/9/2007,337.00,1459.00,5.00,1801.00
11/16/2007,337.00,1455.00,5.00,1797.00
11/21/2007,343.00,1424.00,6.00,1773.00
11/30/2007,354.00,1463.00,6.00,1823.00
12/7/2007,340.00,1482.00,6.00,1828.00
12/14/2007,342.00,1477.00,5.00,1824.00
12/21/2007,343.00,1461.00,5.00,1809.00
12/28/2007,325.00,1452.00,5.00,1782.00
1/4/2008,316.00,1450.00,8.00,1774.00
1/11/2008,327.00,1409.00,8.00,1744.00
1/18/2008,323.00,1401.00,8.00,1732.00
1/25/2008,318.00,1422.00,7.00,1747.00
2/1/2008,324.00,1432.00,7.00,1763.00
2/8/2008,324.00,1424.00,7.00,1755.00
2/15/2008,339.00,1428.00,6.00,1773.00
2/22/2008,333.00,1430.00,8.00,1771.00
2/29/2008,337.00,1418.00,8.00,1763.00
3/7/2008,337.00,1456.00,9.00,1802.00
3/14/2008,343.00,1441.00,8.00,1792.00
3/21/2008,341.00,1433.00,10.00,1784.00
3/28/2008,350.00,1447.00,11.00,1808.00
4/4/2008,362.00,1458.00,10.00,1830.00
4/11/2008,355.00,1451.00,9.00,1815.00
4/18/2008,355.00,1461.00,11.00,1827.00
4/25/2008,360.00,1473.00,9.00,1842.00
5/2/2008,357.00,1473.00,9.00,1839.00
5/9/2008,361.00,1475.00,10.00,1846.00
5/16/2008,381.00,1471.00,10.00,1862.00
5/23/2008,386.00,1493.00,10.00,1889.00
5/30/2008,390.00,1479.00,8.00,1877.00
6/6/2008,385.00,1493.00,8.00,1886.00
6/13/2008,389.00,1504.00,8.00,1901.00
6/20/2008,384.00,1514.00,8.00,1906.00
6/27/2008,375.00,1530.00,8.00,1913.00
7/4/2008,373.00,1539.00,9.00,1921.00
7/11/2008,370.00,1544.00,8.00,1922.00
7/18/2008,385.00,1534.00,9.00,1928.00
7/25/2008,393.00,1555.00,9.00,1957.00
8/1/2008,392.00,1550.00,9.00,1951.00
8/8/2008,387.00,1571.00,9.00,1967.00
8/15/2008,395.00,1586.00,9.00,1990.00
8/22/2008,395.00,1594.00,9.00,1998.00
8/29/2008,416.00,1606.00,9.00,2031.00
9/5/2008,416.00,1586.00,11.00,2013.00
9/12/2008,413.00,1606.00,12.00,2031.00
9/19/2008,417.00,1589.00,12.00,2018.00
9/26/2008,423.00,1559.00,13.00,1995.00
10/3/2008,422.00,1544.00,13.00,1979.00
10/10/2008,429.00,1548.00,13.00,1990.00
10/17/2008,428.00,1537.00,11.00,1976.00
10/24/2008,423.00,1529.00,12.00,1964.00
10/31/2008,408.00,1552.00,11.00,1971.00
11/7/2008,442.00,1539.00,11.00,1992.00
11/14/2008,429.00,1498.00,14.00,1941.00
11/21/2008,419.00,1511.00,11.00,1941.00
11/26/2008,412.00,1443.00,11.00,1866.00
12/5/2008,413.00,1428.00,11.00,1852.00
12/12/2008,401.00,1379.00,10.00,1790.00
12/19/2008,387.00,1366.00,11.00,1764.00
12/26/2008,364.00,1347.00,10.00,1721.00
1/2/2009,346.00,1267.00,10.00,1623.00
1/9/2009,341.00,1239.00,9.00,1589.00
1/16/2009,324.00,1235.00,9.00,1568.00
1/23/2009,318.00,1185.00,12.00,1515.00
1/30/2009,309.00,1150.00,13.00,1472.00
2/6/2009,283.00,1104.00,12.00,1399.00
2/13/2009,273.00,1054.00,12.00,1339.00
2/20/2009,269.00,1018.00,13.00,1300.00
2/27/2009,260.00,970.00,13.00,1243.00
3/6/2009,241.00,916.00,13.00,1170.00
3/13/2009,228.00,884.00,14.00,1126.00
3/20/2009,215.00,857.00,13.00,1085.00
3/27/2009,217.00,810.00,12.00,1039.00
4/3/2009,224.00,808.00,11.00,1043.00
4/4/2009,224.00,808.00,11.00,1043.00
4/17/2009,205.00,760.00,10.00,975.00
4/24/2009,202.00,742.00,11.00,955.00
5/1/2009,196.00,741.00,8.00,945.00
5/8/2009,190.00,730.00,8.00,928.00
5/15/2009,181.00,728.00,9.00,918.00
5/22/2009,180.00,711.00,9.00,900.00
5/29/2009,187.00,703.00,9.00,899.00
6/5/2009,179.00,700.00,8.00,887.00
6/12/2009,183.00,685.00,8.00,876.00
6/19/2009,196.00,692.00,11.00,899.00
6/26/2009,219.00,687.00,11.00,917.00
7/2/2009,229.00,688.00,11.00,928.00
7/10/2009,234.00,672.00,10.00,916.00
7/17/2009,244.00,665.00,11.00,920.00
7/24/2009,257.00,675.00,11.00,943.00
7/31/2009,261.00,677.00,10.00,948.00
8/7/2009,277.00,681.00,8.00,966.00
8/14/2009,272.00,688.00,8.00,968.00
8/21/2009,280.00,695.00,10.00,985.00
8/28/2009,286.00,699.00,14.00,999.00
9/4/2009,295.00,701.00,13.00,1009.00
9/11/2009,288.00,699.00,12.00,999.00
9/18/2009,293.00,705.00,12.00,1010.00
9/25/2009,297.00,710.00,10.00,1017.00
10/2/2009,303.00,712.00,9.00,1024.00
10/9/2009,305.00,726.00,10.00,1041.00
10/16/2009,309.00,721.00,10.00,1040.00
10/23/2009,312.00,725.00,11.00,1048.00
10/30/2009,330.00,728.00,11.00,1069.00
11/6/2009,332.00,734.00,12.00,1078.00
11/13/2009,361.00,728.00,12.00,1101.00
11/20/2009,375.00,726.00,12.00,1113.00
11/25/2009,379.00,748.00,10.00,1137.00
12/4/2009,383.00,748.00,10.00,1141.00
12/11/2009,393.00,757.00,11.00,1161.00
12/18/2009,409.00,773.00,11.00,1193.00
12/23/2009,416.00,751.00,11.00,1178.00
12/31/2009,418.00,759.00,12.00,1189.00
1/8/2010,427.00,781.00,12.00,1220.00
1/15/2010,425.00,811.00,12.00,1248.00
1/22/2010,437.00,833.00,12.00,1282.00
1/29/2010,444.00,861.00,12.00,1317.00
2/5/2010,445.00,878.00,12.00,1335.00
2/12/2010,443.00,891.00,12.00,1346.00
2/19/2010,440.00,893.00,12.00,1345.00
2/26/2010,456.00,905.00,12.00,1373.00
3/5/2010,456.00,926.00,14.00,1396.00
3/12/2010,466.00,927.00,14.00,1407.00
3/19/2010,474.00,939.00,14.00,1427.00
3/26/2010,489.00,941.00,14.00,1444.00
4/1/2010,502.00,949.00,14.00,1465.00
4/9/2010,505.00,959.00,12.00,1476.00
4/16/2010,506.00,973.00,12.00,1491.00
4/23/2010,514.00,956.00,12.00,1482.00
4/30/2010,513.00,958.00,12.00,1483.00
5/7/2010,528.00,953.00,11.00,1492.00
5/14/2010,544.00,951.00,11.00,1506.00
5/21/2010,538.00,969.00,11.00,1518.00
5/28/2010,555.00,967.00,13.00,1535.00
6/4/2010,545.00,947.00,14.00,1506.00
6/11/2010,561.00,954.00,12.00,1527.00
6/18/2010,574.00,953.00,12.00,1539.00
6/25/2010,583.00,958.00,11.00,1552.00
7/2/2010,587.00,960.00,10.00,1557.00
7/9/2010,592.00,964.00,11.00,1567.00
7/16/2010,580.00,979.00,12.00,1571.00
7/23/2010,591.00,982.00,12.00,1585.00
7/30/2010,603.00,972.00,11.00,1586.00
8/6/2010,611.00,983.00,11.00,1605.00
8/13/2010,636.00,992.00,12.00,1640.00
8/20/2010,655.00,985.00,11.00,1651.00
8/27/2010,672.00,973.00,11.00,1656.00
9/3/2010,665.00,977.00,11.00,1653.00
9/10/2010,663.00,980.00,11.00,1654.00
9/17/2010,670.00,982.00,9.00,1661.00
9/24/2010,673.00,967.00,10.00,1650.00
10/1/2010,687.00,962.00,10.00,1659.00
10/8/2010,690.00,971.00,10.00,1671.00
10/15/2010,695.00,966.00,9.00,1670.00
10/22/2010,695.00,965.00,9.00,1669.00
10/29/2010,696.00,967.00,9.00,1672.00
11/5/2010,718.00,955.00,10.00,1683.00
11/12/2010,720.00,955.00,10.00,1685.00
11/19/2010,731.00,936.00,10.00,1677.00
11/24/2010,724.00,953.00,10.00,1687.00
12/3/2010,742.00,961.00,10.00,1713.00
12/10/2010,763.00,948.00,12.00,1723.00
12/17/2010,756.00,941.00,12.00,1709.00
12/22/2010,771.00,931.00,12.00,1714.00
12/30/2010,765.00,919.00,10.00,1694.00
1/7/2011,777.00,914.00,9.00,1700.00
1/14/2011,789.00,902.00,9.00,1700.00
1/21/2011,798.00,906.00,9.00,1713.00
1/28/2011,809.00,913.00,10.00,1732.00
2/4/2011,818.00,911.00,10.00,1739.00
2/11/2011,805.00,906.00,10.00,1721.00
2/18/2011,798.00,905.00,10.00,1713.00
2/25/2011,783.00,906.00,10.00,1699.00
3/4/2011,801.00,899.00,7.00,1707.00
3/11/2011,827.00,882.00,6.00,1715.00
3/18/2011,839.00,875.00,6.00,1720.00
3/25/2011,851.00,880.00,7.00,1738.00
4/1/2011,877.00,891.00,8.00,1776.00
4/8/2011,886.00,889.00,7.00,1782.00
4/15/2011,880.00,885.00,7.00,1772.00
4/21/2011,913.00,878.00,9.00,1800.00
4/29/2011,926.00,882.00,10.00,1818.00
5/6/2011,934.00,890.00,12.00,1836.00
5/13/2011,947.00,874.00,9.00,1830.00
5/20/2011,954.00,866.00,10.00,1830.00
5/27/2011,958.00,881.00,8.00,1847.00
6/3/2011,959.00,887.00,8.00,1854.00
6/10/2011,969.00,879.00,7.00,1855.00
6/17/2011,984.00,870.00,6.00,1860.00
6/24/2011,1003.00,873.00,6.00,1882.00
7/1/2011,1006.00,874.00,6.00,1886.00
7/8/2011,1007.00,873.00,7.00,1887.00
7/15/2011,1013.00,885.00,7.00,1905.00
7/22/2011,1021.00,889.00,6.00,1916.00
7/29/2011,1025.00,877.00,6.00,1908.00
8/5/2011,1031.00,883.00,6.00,1920.00
8/12/2011,1055.00,896.00,8.00,1959.00
8/19/2011,1066.00,900.00,8.00,1974.00
8/26/2011,1069.00,898.00,8.00,1975.00
9/2/2011,1064.00,895.00,9.00,1968.00
9/9/2011,1057.00,892.00,9.00,1958.00
9/16/2011,1062.00,912.00,11.00,1985.00
9/23/2011,1071.00,912.00,8.00,1991.00
9/30/2011,1060.00,923.00,7.00,1990.00
10/7/2011,1070.00,935.00,7.00,2012.00
10/14/2011,1080.00,936.00,7.00,2023.00
10/21/2011,1079.00,927.00,7.00,2013.00
10/28/2011,1078.00,934.00,9.00,2021.00
11/4/2011,1112.00,907.00,7.00,2026.00
11/11/2011,1133.00,877.00,6.00,2016.00
11/18/2011,1125.00,871.00,5.00,2001.00
11/25/2011,1130.00,865.00,5.00,2000.00
12/2/2011,1132.00,856.00,5.00,1993.00
12/9/2011,1161.00,820.00,6.00,1987.00
12/16/2011,1196.00,818.00,5.00,2019.00
12/22/2011,1201.00,802.00,5.00,2008.00
12/29/2011,1193.00,809.00,5.00,2007.00
1/6/2012,1191.00,811.00,5.00,2007.00
1/13/2012,1191.00,791.00,5.00,1987.00
1/20/2012,1223.00,780.00,5.00,2008.00
1/27/2012,1225.00,777.00,6.00,2008.00
2/3/2012,1245.00,745.00,7.00,1997.00
2/10/2012,1263.00,720.00,6.00,1989.00
2/17/2012,1272.00,716.00,6.00,1994.00
2/24/2012,1265.00,710.00,6.00,1981.00
3/2/2012,1293.00,691.00,5.00,1989.00
3/9/2012,1296.00,670.00,7.00,1973.00
3/16/2012,1317.00,663.00,4.00,1984.00
3/23/2012,1313.00,652.00,3.00,1968.00
3/30/2012,1318.00,658.00,3.00,1979.00
4/5/2012,1329.00,647.00,3.00,1979.00
4/13/2012,1322.00,624.00,4.00,1950.00
4/20/2012,1337.00,631.00,4.00,1972.00
4/27/2012,1328.00,613.00,4.00,1945.00
5/4/2012,1355.00,606.00,4.00,1965.00
5/11/2012,1372.00,598.00,4.00,1974.00
5/18/2012,1382.00,600.00,4.00,1986.00
5/25/2012,1383.00,594.00,6.00,1983.00
6/1/2012,1386.00,588.00,6.00,1980.00
6/8/2012,1414.00,565.00,5.00,1984.00
6/15/2012,1405.00,562.00,4.00,1971.00
6/22/2012,1421.00,541.00,4.00,1966.00
6/29/2012,1421.00,534.00,4.00,1959.00
7/6/2012,1419.00,542.00,4.00,1965.00
7/13/2012,1427.00,522.00,4.00,1953.00
7/20/2012,1414.00,518.00,3.00,1935.00
7/27/2012,1416.00,505.00,3.00,1924.00
8/3/2012,1429.00,498.00,3.00,1930.00
8/10/2012,1432.00,495.00,4.00,1931.00
8/17/2012,1425.00,484.00,5.00,1914.00
8/24/2012,1408.00,486.00,4.00,1898.00
8/31/2012,1419.00,473.00,2.00,1894.00
9/7/2012,1409.00,452.00,3.00,1864.00
9/14/2012,1413.00,448.00,3.00,1864.00
9/21/2012,1402.00,454.00,3.00,1859.00
9/28/2012,1410.00,435.00,3.00,1848.00
10/5/2012,1398.00,437.00,2.00,1837.00
10/12/2012,1411.00,422.00,2.00,1835.00
10/19/2012,1410.00,427.00,2.00,1839.00
10/26/2012,1408.00,416.00,2.00,1826.00
11/2/2012,1373.00,424.00,3.00,1800.00
11/9/2012,1389.00,413.00,4.00,1806.00
11/16/2012,1390.00,417.00,2.00,1809.00
11/21/2012,1388.00,428.00,1.00,1817.00
11/30/2012,1386.00,424.00,1.00,1811.00
12/7/2012,1382.00,417.00,1.00,1800.00
12/14/2012,1381.00,416.00,2.00,1799.00
12/21/2012,1340.00,429.00,5.00,1774.00
12/28/2012,1327.00,431.00,5.00,1763.00
1/4/2013,1318.00,439.00,5.00,1762.00
1/11/2013,1323.00,434.00,4.00,1761.00
1/18/2013,1316.00,429.00,4.00,1749.00
1/25/2013,1315.00,434.00,4.00,1753.00
2/1/2013,1332.00,428.00,4.00,1764.00
2/8/2013,1330.00,425.00,4.00,1759.00
2/15/2013,1337.00,421.00,4.00,1762.00
2/22/2013,1329.00,428.00,4.00,1761.00
3/1/2013,1333.00,420.00,4.00,1757.00
3/8/2013,1341.00,407.00,4.00,1752.00
3/15/2013,1341.00,431.00,4.00,1776.00
3/22/2013,1324.00,418.00,4.00,1746.00
3/28/2013,1354.00,389.00,5.00,1748.00
4/5/2013,1357.00,375.00,6.00,1738.00
4/12/2013,1387.00,377.00,7.00,1771.00
4/19/2013,1371.00,379.00,8.00,1758.00
4/26/2013,1381.00,366.00,7.00,1754.00
5/3/2013,1403.00,354.00,7.00,1764.00
5/10/2013,1412.00,350.00,7.00,1769.00
5/17/2013,1408.00,354.00,7.00,1769.00
5/24/2013,1402.00,354.00,6.00,1762.00
5/31/2013,1410.00,354.00,7.00,1771.00
6/7/2013,1406.00,354.00,5.00,1765.00
6/14/2013,1413.00,353.00,5.00,1771.00
6/21/2013,1405.00,349.00,5.00,1759.00
6/28/2013,1390.00,353.00,5.00,1748.00
7/3/2013,1395.00,355.00,7.00,1757.00
7/12/2013,1391.00,362.00,6.00,1759.00
7/19/2013,1395.00,369.00,6.00,1770.00
7/26/2013,1401.00,369.00,6.00,1776.00
8/2/2013,1388.00,388.00,6.00,1782.00
8/9/2013,1385.00,386.00,7.00,1778.00
8/16/2013,1397.00,388.00,6.00,1791.00
8/23/2013,1382.00,387.00,7.00,1776.00
8/30/2013,1388.00,380.00,8.00,1776.00
9/6/2013,1365.00,394.00,8.00,1767.00
9/13/2013,1361.00,401.00,6.00,1768.00
9/20/2013,1369.00,386.00,6.00,1761.00
9/27/2013,1362.00,376.00,6.00,1744.00
10/4/2013,1372.00,378.00,6.00,1756.00
10/11/2013,1367.00,369.00,7.00,1743.00
10/18/2013,1361.00,372.00,6.00,1739.00
10/25/2013,1357.00,376.00,5.00,1738.00
11/1/2013,1376.00,360.00,6.00,1742.00
11/8/2013,1383.00,365.00,6.00,1754.00
11/15/2013,1385.00,370.00,7.00,1762.00
11/22/2013,1387.00,369.00,5.00,1761.00
11/27/2013,1391.00,367.00,5.00,1763.00
12/6/2013,1397.00,375.00,3.00,1775.00
12/13/2013,1411.00,369.00,2.00,1782.00
12/20/2013,1395.00,372.00,1.00,1768.00
12/27/2013,1382.00,374.00,1.00,1757.00
1/3/2014,1378.00,372.00,1.00,1751.00
1/10/2014,1393.00,357.00,4.00,1754.00
1/17/2014,1408.00,365.00,4.00,1777.00
1/24/2014,1416.00,356.00,5.00,1777.00
1/31/2014,1422.00,358.00,5.00,1785.00
2/7/2014,1416.00,351.00,4.00,1771.00
2/14/2014,1423.00,337.00,4.00,1764.00
2/21/2014,1425.00,342.00,4.00,1771.00
2/28/2014,1430.00,335.00,4.00,1769.00
3/7/2014,1443.00,345.00,4.00,1792.00
3/14/2014,1461.00,344.00,4.00,1809.00
3/21/2014,1473.00,326.00,4.00,1803.00
3/28/2014,1487.00,318.00,4.00,1809.00
4/4/2014,1498.00,316.00,4.00,1818.00
4/11/2014,1517.00,310.00,4.00,1831.00
4/17/2014,1510.00,316.00,5.00,1831.00
4/25/2014,1534.00,323.00,4.00,1861.00
5/2/2014,1527.00,323.00,4.00,1854.00
5/9/2014,1528.00,323.00,4.00,1855.00
5/16/2014,1531.00,326.00,4.00,1861.00
5/23/2014,1528.00,325.00,4.00,1857.00
5/30/2014,1536.00,326.00,4.00,1866.00
6/6/2014,1536.00,320.00,4.00,1860.00
6/13/2014,1542.00,310.00,2.00,1854.00
6/20/2014,1545.00,311.00,2.00,1858.00
6/27/2014,1558.00,314.00,1.00,1873.00
7/3/2014,1562.00,311.00,1.00,1874.00
7/11/2014,1563.00,311.00,1.00,1875.00
7/18/2014,1554.00,315.00,2.00,1871.00
7/25/2014,1562.00,318.00,3.00,1883.00
8/1/2014,1573.00,313.00,3.00,1889.00
8/8/2014,1588.00,316.00,4.00,1908.00
8/15/2014,1589.00,321.00,3.00,1913.00
8/22/2014,1564.00,330.00,2.00,1896.00
8/29/2014,1575.00,338.00,1.00,1914.00
9/5/2014,1584.00,340.00,1.00,1925.00
9/12/2014,1592.00,338.00,1.00,1931.00
9/19/2014,1601.00,329.00,1.00,1931.00
9/26/2014,1592.00,338.00,1.00,1931.00
10/3/2014,1591.00,330.00,1.00,1922.00
10/10/2014,1609.00,320.00,1.00,1930.00
10/17/2014,1590.00,328.00,0.00,1918.00
10/24/2014,1595.00,332.00,0.00,1927.00
10/31/2014,1582.00,346.00,1.00,1929.00
11/7/2014,1568.00,356.00,1.00,1925.00
11/14/2014,1578.00,350.00,0.00,1928.00
11/21/2014,1574.00,355.00,0.00,1929.00
11/26/2014,1572.00,344.00,1.00,1917.00
12/5/2014,1575.00,344.00,1.00,1920.00
12/12/2014,1546.00,346.00,1.00,1893.00
12/19/2014,1536.00,338.00,1.00,1875.00
12/26/2014,1499.00,340.00,1.00,1840.00
1/2/2015,1482.00,328.00,1.00,1811.00
1/9/2015,1421.00,329.00,0.00,1750.00
1/16/2015,1366.00,310.00,0.00,1676.00
1/23/2015,1317.00,316.00,0.00,1633.00
1/30/2015,1223.00,319.00,1.00,1543.00
2/6/2015,1140.00,314.00,2.00,1456.00
2/13/2015,1056.00,300.00,2.00,1358.00
2/20/2015,1019.00,289.00,2.00,1310.00
2/27/2015,986.00,280.00,1.00,1267.00
3/6/2015,922.00,268.00,2.00,1192.00
3/13/2015,866.00,257.00,2.00,1125.00
3/20/2015,825.00,242.00,2.00,1069.00
3/27/2015,813.00,233.00,2.00,1048.00
4/2/2015,802.00,222.00,4.00,1028.00
4/10/2015,760.00,225.00,3.00,988.00
4/17/2015,734.00,217.00,3.00,954.00
4/24/2015,703.00,225.00,4.00,932.00
5/1/2015,679.00,222.00,4.00,905.00
5/8/2015,668.00,221.00,5.00,894.00
5/15/2015,660.00,223.00,5.00,888.00
5/22/2015,659.00,222.00,4.00,885.00
5/29/2015,646.00,225.00,4.00,875.00
6/5/2015,642.00,222.00,4.00,868.00
6/12/2015,635.00,221.00,3.00,859.00
6/19/2015,631.00,223.00,3.00,857.00
6/26/2015,628.00,228.00,3.00,859.00
7/2/2015,640.00,219.00,3.00,862.00
7/10/2015,645.00,217.00,1.00,863.00
7/17/2015,638.00,218.00,1.00,857.00
7/24/2015,659.00,216.00,1.00,876.00
7/31/2015,664.00,209.00,1.00,874.00
8/7/2015,670.00,213.00,1.00,884.00
8/14/2015,672.00,211.00,1.00,884.00
8/21/2015,674.00,211.00,0.00,885.00
8/28/2015,675.00,202.00,0.00,877.00
9/4/2015,662.00,202.00,0.00,864.00
9/11/2015,652.00,196.00,0.00,848.00
9/18/2015,644.00,198.00,0.00,842.00
9/25/2015,641.00,197.00,0.00,838.00
10/2/2015,614.00,195.00,0.00,809.00
10/9/2015,605.00,189.00,1.00,795.00
10/16/2015,595.00,192.00,0.00,787.00
10/23/2015,594.00,193.00,0.00,787.00
10/30/2015,578.00,197.00,0.00,775.00
11/6/2015,572.00,199.00,0.00,771.00
11/13/2015,574.00,193.00,0.00,767.00
11/20/2015,564.00,193.00,0.00,757.00
11/25/2015,555.00,189.00,0.00,744.00
12/4/2015,545.00,192.00,0.00,737.00
12/11/2015,524.00,185.00,0.00,709.00
12/18/2015,541.00,168.00,0.00,709.00
12/23/2015,538.00,162.00,0.00,700.00
12/31/2015,536.00,162.00,0.00,698.00
1/8/2016,516.00,148.00,0.00,664.00
1/15/2016,515.00,135.00,0.00,650.00
1/22/2016,510.00,127.00,0.00,637.00
1/29/2016,498.00,121.00,0.00,619.00
2/5/2016,467.00,104.00,0.00,571.00
2/12/2016,439.00,102.00,0.00,541.00
2/19/2016,413.00,101.00,0.00,514.00
2/26/2016,400.00,102.00,0.00,502.00
3/4/2016,392.00,97.00,0.00,489.00
3/11/2016,386.00,94.00,0.00,480.00
3/18/2016,387.00,89.00,0.00,476.00
3/24/2016,372.00,92.00,0.00,464.00
4/1/2016,362.00,88.00,0.00,450.00
4/8/2016,354.00,89.00,0.00,443.00
4/15/2016,351.00,89.00,0.00,440.00
4/22/2016,343.00,88.00,0.00,431.00
4/29/2016,332.00,87.00,1.00,420.00
5/6/2016,328.00,86.00,1.00,415.00
5/13/2016,318.00,87.00,1.00,406.00
5/20/2016,318.00,85.00,1.00,404.00
5/27/2016,316.00,87.00,1.00,404.00
6/3/2016,325.00,82.00,1.00,408.00
6/10/2016,328.00,85.00,1.00,414.00
6/17/2016,337.00,86.00,1.00,424.00
6/24/2016,330.00,90.00,1.00,421.00
